Open,High,Low,Close,Volume,Dividends,Stock Splits
168.88007936551583,170.19290197111815,168.31744971265542,169.62039184570312,45143500,0.0,0.0
170.18301363335365,171.65375792303627,169.47231254318322,170.75552368164062,56058300,0.0,0.0
171.08128541223243,173.49963649375093,170.873991291327,173.1640167236328,54835000,0.0,0.0
174.67423726963298,176.67801481811213,174.28927545149398,175.0098419189453,55964400,0.0,0.0
175.0394481918492,177.03336027410137,174.47680359439627,174.96047973632812,99625300,0.0,0.0
175.40465085487386,177.79338997239293,174.64459270694314,177.76377868652344,68901800,0.0,0.0
178.69168514468382,179.43199760539318,176.94454352013497,178.6127166748047,61996900,0.0,0.0
180.27098229225282,182.561007136821,175.74025964458482,177.2603759765625,121946500,0.0,0.0
177.64536518975015,177.79342164547316,175.13816542041533,176.8951873779297,64848400,0.0,0.0
176.13510374325992,178.86932803839457,175.0295755351299,175.5231170654297,61944600,0.0,0.0
175.6021146908698,178.5041420299357,175.1678106866245,178.23764038085938,50214900,0.0,0.0
179.15559212759166,179.8761586114367,178.29683460490384,178.62257385253906,48900000,0.0,0.0
178.92856174317663,181.51471470308874,178.6324337942364,181.41600036621094,54274900,0.0,0.0
180.43882318354116,181.77137654932005,180.08347260699438,180.94223022460938,54929100,0.0,0.0
181.00143405215442,182.00826309164242,179.668880824476,181.57394409179688,57462900,0.0,0.0
181.58385210624687,184.1107829667957,181.40616927858855,183.60736083984375,65433200,0.0,0.0
184.31805138125782,184.57470266619666,181.88983501651188,182.53143310546875,101256200,0.0,0.0
182.0279984336963,183.69617128575536,182.0279984336963,182.6202392578125,49799100,0.0,0.0
182.51167734169172,183.015099412311,180.23151756348105,181.58383178710938,49515700,0.0,0.0
181.3666633051449,184.63390612000734,181.29756025506936,184.5845489501953,51245300,0.0,0.0
183.1532678644832,185.13729942612093,182.6202345686034,184.26866149902344,53117000,0.0,0.0
184.4167547195407,185.6209974197008,182.83741558637178,182.8769073486328,48088700,0.0,0.0
183.48889069387212,185.9565986299679,183.27173119056016,185.630859375,50730800,0.0,0.0
185.50253915791174,187.44709427325768,185.17681495512898,186.8054962158203,51216800,0.0,0.0
186.63769101872532,187.61490879718235,186.49949997485513,187.14109802246094,46347300,0.0,0.0
189.15475231695294,191.96793030893548,188.7895213028153,191.4645233154297,85213200,0.0,0.0
191.27700219289193,191.37571654835668,189.28308969373236,189.97406005859375,31458200,0.0,0.0
189.09553270560195,190.48730854754436,188.15779163185775,188.85862731933594,46920300,0.0,0.0
187.38788795320247,189.53973735512338,186.7561552507634,189.3324432373047,45094300,0.0,0.0
188.93760736945495,190.1813268348204,187.78272178125238,188.21702575683594,46815000,0.0,0.0
186.81539578216626,187.5359774967097,184.62406946535415,186.17379760742188,59922200,0.0,0.0
186.71668657087457,186.85487763479418,184.1897556525184,185.650634765625,46638100,0.0,0.0
187.22992243297554,189.22383458950753,186.0355602702456,187.3187713623047,60750200,0.0,0.0
188.03935020331573,188.72044002337208,187.32864909209994,188.07882690429688,41342300,0.0,0.0
187.7728180713282,188.71054402484233,187.1805772351739,188.2268829345703,41616200,0.0,0.0
189.42126802557274,191.81002272437502,189.33243414864154,191.48428344726562,50520200,0.0,0.0
190.85254922844402,191.8198865800326,189.93455398917624,191.22763061523438,48288200,0.0,0.0
190.6057743707706,195.66950100927124,190.16157487576123,192.57994079589844,80507300,0.0,0.0
192.57003512669965,193.93221460154035,190.0134935554866,190.63536071777344,59581200,0.0,0.0
191.59285775033445,192.45161532627134,188.75991868585442,189.46075439453125,71951700,0.0,0.0
190.91177825353577,192.3924031537896,189.76675804919924,190.2602996826172,45377800,0.0,0.0
190.83278632842445,191.92844922240585,190.4280786239598,191.11903381347656,37283200,0.0,0.0
191.1684052777898,193.11296042478057,190.8229351880455,191.98768615722656,47471900,0.0,0.0
193.4880330742484,194.65278390019768,190.06285351948284,190.7241973876953,47460200,0.0,0.0
192.15545611794553,194.09014552894828,191.63230330479678,193.30047607421875,48291400,0.0,0.0
193.52754422924545,193.9519978690126,192.73787459795656,193.91250610351562,38824100,0.0,0.0
193.7051954277144,194.1888565133771,192.75758901252786,193.0833282470703,35175100,0.0,0.0
192.52068429221174,192.65887532596588,189.37190180440743,190.09246826171875,50389300,0.0,0.0
189.09554118067888,189.885195713569,188.22690312046603,188.70069885253906,61235200,0.0,0.0
183.12368481919472,184.95966022717982,179.57017917093492,179.6392822265625,115956800,0.0,0.0
179.7774569305225,180.76454006954836,175.05920073091434,176.53982543945312,97576100,0.0,0.0
177.3689898212007,177.94149990785485,175.2862435821482,177.47756958007812,67823000,0.0,0.0
178.53372709089916,178.59294967088076,174.72358547458126,175.8883514404297,60378500,0.0,0.0
177.1617092563292,178.41530928434332,175.30600286506225,175.6712188720703,54686900,0.0,0.0
175.26597277471524,176.55090180538758,174.50488805624465,175.7305145263672,52036700,0.24,0.0
175.90841909398483,177.60849603671858,175.2560608313475,177.38116455078125,43675600,0.0,0.0
176.8078826094104,177.40092323969566,174.99907927707545,175.39443969726562,43622600,0.0,0.0
175.0781688700227,176.47182426987777,174.4554618287455,174.524658203125,46964900,0.0,0.0
175.08801600845376,175.4537251155125,171.47040969711574,171.98439025878906,66062900,0.0,0.0
170.30408595131965,173.0716538674228,169.96802811890126,172.46871948242188,61172200,0.0,0.0
173.0420157807921,174.08973444525807,171.7274205434044,173.80308532714844,46311900,0.0,0.0
175.00897300604348,175.62178623446252,174.20835828322907,175.177001953125,42038900,0.0,0.0
176.45205395893973,179.44695366375947,176.264252478764,179.0219268798828,52722800,0.0,0.0
178.57713623123834,179.0021629998802,173.97111355320405,174.3368377685547,54945800,0.0,0.0
